ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"190.2.137.129","elite","AS49981","NL","WorldStream B.V.","14","WorldStream B.V","35229","socks5","4794","2","2022-09-30T00:35:49.406Z","100","86","86"
"61.182.224.169","elite","AS4837","CN","CNC Group CHINA169 Hebei Province Network","179","N/A","7300","socks5","4429","1","2022-09-30T00:35:31.144Z","99","84","85"
"8.210.69.108","elite","AS45102","HK","Alibaba.com LLC","267","Hong Kong","443","socks5","4938","1","2022-09-30T00:35:16.327Z","98","64","65"
"66.33.212.216","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","15891","socks5","5196","1","2022-09-30T00:35:04.912Z","100","84","84"
"180.241.249.131","elite","AS7713","ID","PT. TELKOM INDONESIA","172","N/A","8080","socks5","4934","1","2022-09-30T00:34:57.426Z","98","50","51"
"89.38.99.115","elite","AS49981","NL","WorldStream B.V.","10","Worldstream","30485","socks5","5050","1","2022-09-30T00:33:36.119Z","100","77","77"
"104.16.25.216","elite","AS13335","CA","American Registry Internet Numbers","1","American Registry Internet Numbers","80","socks5","4501","2","2022-09-30T00:33:28.464Z","100","44","44"
"101.204.186.61","elite","AS4837","CN","China Unicom Sichuan Province Network","185","N/A","24388","socks5","5108","1","2022-09-30T00:32:58.758Z","64","30","47"
"123.155.48.196","elite","AS4837","CN","CNC Group CHINA169 Zhejiang Province Network","214","N/A","1080","socks5","4635","1","2022-09-30T00:32:58.754Z","84","76","90"
"185.132.126.37","elite","AS212369","TR","ibrahim tufek","54","ibrahim tufek","3128","socks5","4665","1","2022-09-30T00:32:40.387Z","87","54","62"
"36.75.16.40","elite","AS7713","ID","PT. TELKOM INDONESIA","191","N/A","4153","socks5","4285","1","2022-09-30T00:32:36.400Z","89","31","35"
"46.105.124.74","elite","AS16276","FR","OVH SAS","5","OVH ISP","7497","socks5","4459","1","2022-09-30T00:32:28.572Z","98","65","66"
"153.99.126.18","elite","AS4837","CN","CHINA UNICOM China169 Backbone","210","Unicom JS","7302","socks5","5073","1","2022-09-30T00:32:21.138Z","98","92","94"
"58.48.122.170","elite","AS4134","CN","Chinanet","368","Chinanet HB","7302","socks5","4908","1","2022-09-30T00:32:09.680Z","97","71","73"
"138.94.190.138","elite","AS28343","BR","Unifique Telecomunicações SA","236","Unifique Telecomunicações SA","8080","socks5","5032","1","2022-09-30T00:31:54.359Z","100","87","87"
"45.40.234.122","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","323","Tencent Cloud Computing (Beijing) Co., Ltd","30001","socks5","4148","1","2022-09-30T00:31:50.100Z","94","101","108"
"45.32.127.117","elite","AS20473","SG","The Constant Company","239","Vultr Holdings, LLC","13989","socks5","4770","1","2022-09-30T00:31:39.031Z","100","102","102"
"173.236.179.25","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","59540","socks5","5006","1","2022-09-30T00:31:35.353Z","100","69","69"
"43.153.174.4","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","250","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","5092","1","2022-09-30T00:31:35.354Z","17","11","65"
"104.16.106.65","elite","AS13335","CA","American Registry Internet Numbers","2","American Registry Internet Numbers","80","socks5","4135","1","2022-09-30T00:31:27.956Z","100","47","47"
"51.195.224.227","elite","AS16276","GB","OVH SAS","8","OVH Ltd","1080","socks5","5038","1","2022-09-30T00:31:12.789Z","96","104","108"
"158.101.142.69","elite","AS31898","JP","Oracle Corporation","215","Oracle Cloud Infrastructure (ap-tokyo-1)","10808","socks5","5175","1","2022-09-30T00:31:12.774Z","100","61","61"
"95.216.243.254","elite","AS24940","FI","Hetzner Online GmbH","40","HETZNER-DC","5454","socks5","5289","1","2022-09-30T00:31:01.411Z","100","108","108"
"51.178.51.28","elite","AS16276","FR","OVH SAS","7","OVH","7497","socks5","5047","1","2022-09-30T00:30:50.231Z","100","54","54"
"212.129.42.252","elite","AS12876","FR","Online S.A.S.","1","ONLINE","60111","socks5","4601","1","2022-09-30T00:30:42.752Z","100","108","108"
"203.28.8.141","elite","AS209242","CY","Cloudflare London, LLC","2","Lachtaristo Holdings Limited","80","socks5","632","1","2022-09-30T00:30:39.103Z","99","86","87"
"66.33.213.3","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","15891","socks5","5002","1","2022-09-30T00:30:31.073Z","100","91","91"
"75.119.202.104","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","2836","1","2022-09-30T00:30:27.441Z","100","90","90"
"91.222.198.125","elite","AS57474","IR","Nazhin Sepahan IT and data processing plc","128","Computer research center of Islamic seminary of Isfahan","5678","socks5","4991","1","2022-09-30T00:30:20.042Z","99","101","102"
"114.99.7.106","elite","AS4134","CN","Chinanet","298","Chinanet AH","8004","socks5","4113","1","2022-09-30T00:30:20.042Z","59","41","70"
"180.180.156.15","elite","AS23969","TH","TOT Public Company Limited","156","TOT Public Company Limited","34030","socks5","4941","1","2022-09-30T00:30:16.302Z","96","67","70"
"45.12.30.231","elite","AS209242","GB","Cloudflare London, LLC","2","LIR Services","80","socks5","4936","1","2022-09-30T00:30:01.059Z","99","104","105"
"193.203.61.35","elite","AS41268","RU","LANTA Ltd","58","Lanta Networks","8443","socks5","370","1","2022-09-30T00:29:42.431Z","100","103","103"
"172.104.251.179","elite","AS63949","DE","Linode, LLC","13","Linode","80","socks5","4797","1","2022-09-30T00:29:13.159Z","100","105","105"
"178.154.228.16","elite","AS200350","RU","Yandex Cloud","46","N/A","9050","socks5","4813","5","2022-09-30T00:29:13.159Z","100","108","108"
"104.24.15.158","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4718","1","2022-09-30T00:29:02.137Z","97","64","66"
"80.210.58.174","elite","AS58224","IR","TIC","86","Telecommunication Company of Tehran","5678","socks5","4887","1","2022-09-30T00:28:32.349Z","80","78","98"
"172.67.105.234","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","1958","1","2022-09-30T00:28:21.418Z","100","91","91"
"114.235.230.149","elite","AS4134","CN","Chinanet","264","Chinanet JS","44844","socks5","4949","1","2022-09-30T00:28:10.325Z","60","65","108"
"193.111.198.193","elite","AS24961","DE","myLoc managed IT AG","14","myLoc managed IT AG","54825","socks5","4633","1","2022-09-30T00:27:55.328Z","100","108","108"
"75.119.203.97","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","3524","1","2022-09-30T00:27:51.634Z","100","88","88"
"124.227.14.147","elite","AS4134","CN","Chinanet","273","Chinanet GX","7302","socks5","4646","1","2022-09-30T00:27:44.310Z","89","85","96"
"192.241.177.96","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","10599","socks5","5059","1","2022-09-30T00:27:44.308Z","100","98","98"
"47.101.168.190","elite","AS37963","CN","Addresses CNNIC","247","Aliyun Computing Co., LTD","11090","socks5","4653","1","2022-09-30T00:27:07.180Z","98","51","52"
"221.225.152.167","elite","AS4134","CN","CHINANET jiangsu province network","315","N/A","24166","socks5","4527","1","2022-09-30T00:26:52.002Z","86","81","94"
"110.42.188.54","elite","AS45090","CN","China Internet Network Information Center","263","Tencent cloud computing (Beijing) Co., Ltd.","2080","socks5","4680","1","2022-09-30T00:26:29.813Z","83","91","109"
"185.162.228.154","elite","AS209242","GB","Cloudflare London, LLC","1","Softconstruct Limited","80","socks5","4546","1","2022-09-30T00:26:18.727Z","100","67","67"
"60.255.146.157","elite","AS4837","CN","China Unicom China169 Network","204","SiChuan Cable TV Network CO., LTD","7300","socks5","4774","1","2022-09-30T00:26:11.223Z","56","61","109"
"202.29.237.187","elite","AS4621","TH","THAINET","172","N/A","7497","socks5","4921","1","2022-09-30T00:25:45.269Z","91","59","65"
"194.88.106.220","elite","AS49981","NL","WorldStream B.V.","10","Worldstream","30374","socks5","5066","1","2022-09-30T00:25:45.288Z","100","66","66"
"193.252.50.1","elite","AS3215","FR","Orange","14","N/A","3820","socks5","4959","1","2022-09-30T00:25:26.689Z","99","76","77"
"75.119.205.251","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks5","2144","1","2022-09-30T00:24:59.975Z","100","92","92"
"43.129.210.41","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","240","Tencent Cloud Computing","10809","socks5","4773","1","2022-09-30T00:24:41.290Z","100","89","89"
"62.165.44.43","elite","AS28745","RU","Joint Stock Company TransTeleCom","63","SUTTK Chelyabinsk","8080","socks5","4630","1","2022-09-30T00:24:37.593Z","100","41","41"
"109.30.150.33","elite","AS15557","FR","LDCOM","22","N9uf DYN DSL","3128","socks5","4994","1","2022-09-30T00:24:11.623Z","100","72","72"
"142.93.109.23","elite","AS14061","DE","DigitalOcean, LLC","26","DigitalOcean, LLC","58334","socks5","5026","1","2022-09-30T00:24:11.624Z","100","108","108"
"176.9.32.90","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","39433","socks5","5155","1","2022-09-30T00:24:00.761Z","100","69","69"
"45.76.79.7","elite","AS20473","US","The Constant Company","146","Vultr Holdings, LLC","7497","socks5","4861","1","2022-09-30T00:23:57.102Z","99","107","108"
"41.139.16.114","elite","AS35091","GH","TELEDATAICT","116","N/A","1080","socks5","5041","1","2022-09-30T00:23:46.205Z","97","63","65"
"188.166.220.186","elite","AS14061","SG","DigitalOcean, LLC","155","Digitalocean","50001","socks5","2852","1","2022-09-30T00:23:34.819Z","100","103","103"
"159.65.4.147","elite","AS14061","SG","DigitalOcean, LLC","157","Digital Ocean","7497","socks5","4736","5","2022-09-30T00:23:30.889Z","100","73","73"
"195.2.71.201","elite","AS48282","RU","VDSINA","58","N/A","16072","socks5","4860","1","2022-09-30T00:23:23.542Z","52","51","98"
"91.90.114.237","elite","AS49787","PL","STRONG-PC","55","STRONG-PC Tomasz Piekarski","1080","socks5","3246","1","2022-09-30T00:23:16.330Z","76","56","74"
"195.66.89.209","elite","AS39121","RU","Eniseyneftegas Territorial Industrial Technical Management of Communication LLC","118","Eniseyneftegas Territorial Industrial Technical Management of Communication CJSC","5678","socks5","4167","1","2022-09-30T00:23:12.678Z","100","54","54"
"108.26.234.210","elite","AS701","US","Verizon Communications","92","MCI Communications Services, Inc. d/b/a Verizon Business","9050","socks5","4164","1","2022-09-30T00:23:12.676Z","100","87","87"
"5.189.130.21","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","1080","socks5","4991","1","2022-09-30T00:23:05.288Z","100","89","89"
"1.84.218.183","elite","AS4134","CN","Chinanet","353","Chinanet SN","1081","socks5","4964","1","2022-09-30T00:22:57.708Z","34","22","64"
"173.236.182.83","elite","AS26347","US","New Dream Network, LLC","84","New Dream Network, LLC","12873","socks5","4723","1","2022-09-30T00:22:42.836Z","100","108","108"
"188.133.153.60","elite","AS21353","RU","Enforta-MSK","83","N/A","8080","socks5","468","1","2022-09-30T00:22:39.258Z","100","83","83"
"75.119.203.142","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks5","4504","1","2022-09-30T00:22:39.257Z","100","81","81"
"112.250.106.50","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","178","N/A","7302","socks5","4305","1","2022-09-30T00:22:31.861Z","96","99","103"
"51.81.31.64","elite","AS16276","US","OVH SAS","81","OVH US LLC","22505","socks5","2242","1","2022-09-30T00:22:16.824Z","100","89","89"
"5.189.179.155","elite","AS51167","DE","Contabo GmbH","19","Contabo GmbH","30022","socks5","4833","1","2022-09-30T00:21:58.375Z","100","68","68"
"31.204.28.96","elite","AS207710","US","SIA \"Singularity Telecom\"","147","Popov Andry Vasilievich","5432","socks5","5065","1","2022-09-30T00:21:54.645Z","100","49","49"
"91.226.35.37","elite","AS56622","UA","DVS-Sat LLC","36","DVS-Sat LLC","5678","socks5","5121","1","2022-09-30T00:21:43.179Z","99","107","108"
"103.134.220.49","elite","AS138810","ID","PT GLOBAL MEDIA PRATAMA SOLUSINDO","183","N/A","8080","socks5","5410","1","2022-09-30T00:21:35.871Z","94","80","85"
"138.0.53.101","elite","AS264525","BR","Coelho Tecnologia","204","Instituto De Desenv. Urbano De Canaa Dos Carajas","5678","socks5","4814","1","2022-09-30T00:21:35.872Z","91","81","89"
"172.67.181.144","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","5117","1","2022-09-30T00:21:17.723Z","100","83","83"
"62.113.115.94","elite","AS48282","RU","Zenon N.S.P.","56","N/A","16072","socks5","4892","1","2022-09-30T00:21:17.728Z","96","105","109"
"51.89.45.60","elite","AS16276","GB","OVH SAS","10","Lab Vibrant","44469","socks5","4235","1","2022-09-30T00:21:06.696Z","100","64","64"
"47.242.40.222","elite","AS45102","HK","Alibaba.com LLC","252","Hong Kong","8888","socks5","4426","1","2022-09-30T00:20:36.683Z","100","56","56"
"142.93.113.81","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","7497","socks5","4576","1","2022-09-30T00:20:32.976Z","100","106","106"
"119.13.76.170","elite","AS136907","HK","Huawei International Pte. LTD","256","N/A","1080","socks5","4870","1","2022-09-30T00:20:25.193Z","100","68","68"
"101.231.66.130","elite","AS4812","CN","China Telecom (Group)","203","Chinanet SH","80","socks5","5188","1","2022-09-30T00:20:25.192Z","100","102","102"
"75.119.203.88","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","15745","socks5","4987","1","2022-09-30T00:20:25.190Z","100","84","84"
"192.99.221.162","elite","AS16276","US","OVH Hosting","86","N/A","1080","socks5","3129","1","2022-09-30T00:20:21.322Z","96","105","109"
"213.32.112.122","elite","AS16276","PL","OVH SAS","5","OVH Sp. z o. o","8080","socks5","3939","1","2022-09-30T00:20:10.289Z","100","52","52"
"165.231.101.229","elite","AS41564","NL","Orion Network Limited","13","Fiber Grid","80","socks5","5130","1","2022-09-30T00:19:55.547Z","100","65","65"
"51.68.83.188","elite","AS16276","FR","OVH SAS","7","OVH","16977","socks5","3194","1","2022-09-30T00:19:48.131Z","100","64","64"
"79.9.90.134","elite","AS3269","IT","INTERBUSINESS","30","N/A","1080","socks5","4759","1","2022-09-30T00:19:43.958Z","100","109","109"
"54.37.156.220","elite","AS16276","FR","OVH SAS","5","OVH","7497","socks5","4936","1","2022-09-30T00:19:40.213Z","100","56","56"
"82.196.25.134","elite","AS30781","FR","Datacenter DZ","7","Datacenter DZD","7497","socks5","4571","1","2022-09-30T00:19:32.857Z","100","108","108"
"104.129.205.94","elite","AS22616","US","ZSCALER, INC.","95","Zscaler, Inc.","54321","socks5","4910","1","2022-09-30T00:19:29.266Z","99","73","74"
"8.219.149.62","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","325","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","5018","1","2022-09-30T00:19:14.389Z","22","14","64"
"169.239.83.138","elite","AS327946","ZA","Mesh Telecom Pty Ltd","207","Minuteman Press","8080","socks5","5098","1","2022-09-30T00:18:48.236Z","98","50","51"
"198.211.99.26","elite","AS14061","US","DigitalOcean, LLC","84","Digital Ocean","9300","socks5","4350","1","2022-09-30T00:18:40.879Z","100","97","97"
"207.244.246.118","elite","AS40021","US","Contabo Inc.","124","Contabo Inc","7497","socks5","5089","1","2022-09-30T00:18:40.876Z","98","86","88"
"185.92.222.127","elite","AS20473","NL","The Constant Company","13","Vultr Holdings LLC Amsterdam","9100","socks5","4996","1","2022-09-30T00:18:18.972Z","100","108","108"
"95.161.151.238","elite","AS8492","RU","\"OBIT\" Ltd.","46","EKS","1080","socks5","3845","1","2022-09-30T00:18:15.325Z","100","89","89"
"5.252.177.252","elite","AS39798","US","MivoCloud SRL","154","MivoCloud","21754","socks5","4934","1","2022-09-30T00:18:15.326Z","100","103","103"
"178.47.139.50","elite","AS12389","RU","PJSC Rostelecom","82","Static distribution IPs for broadband services","8080","socks5","5093","1","2022-09-30T00:18:11.801Z","100","92","92"
"178.159.42.76","elite","AS204601","NL","Zomro B.V.","17","Zomro B.V","14300","socks5","4152","1","2022-09-30T00:18:00.345Z","99","96","97"
"139.159.194.167","elite","AS55990","CN","Huawei Cloud Service data center","280","Huawei Cloud Service","7890","socks5","4779","1","2022-09-30T00:17:49.147Z","95","81","85"
"58.236.162.216","elite","AS9318","KR","SK Broadband Co Ltd","206","broadNnet","1080","socks5","4909","1","2022-09-30T00:17:49.151Z","100","95","95"
"121.129.47.25","elite","AS4766","KR","Korea Telecom","227","N/A","1080","socks5","3566","1","2022-09-30T00:17:49.150Z","44","47","108"
"217.182.192.53","elite","AS16276","FR","OVH SAS","5","OVH","57799","socks5","5016","1","2022-09-30T00:17:38.097Z","100","92","92"
"143.198.237.236","elite","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","9050","socks5","4098","1","2022-09-30T00:17:34.415Z","64","4158","6516"
"46.105.108.208","elite","AS16276","FR","OVH SAS","4","OVH ISP","28477","socks5","4873","1","2022-09-30T00:17:34.426Z","100","103","103"
"59.58.120.122","elite","AS4134","CN","Chinanet","309","Chinanet FJ","7302","socks5","4961","1","2022-09-30T00:17:30.700Z","97","105","108"
"51.38.32.239","elite","AS16276","FR","OVH SAS","5","OVH","34130","socks5","4759","1","2022-09-30T00:17:19.557Z","99","107","108"
"185.139.69.118","elite","AS204997","RU","Network Management Ltd","54","Firstbyte Hosting","20997","socks5","5019","1","2022-09-30T00:16:57.345Z","99","90","91"
"185.150.9.227","elite","AS61098","AT","CH-EXOSCALE","29","N/A","8080","socks5","3164","1","2022-09-30T00:16:57.346Z","100","64","64"
"104.255.170.65","elite","AS397373","US","H4Y Technologies LLC","153","N/A","53623","socks5","4588","1","2022-09-30T00:16:42.593Z","100","97","97"
"123.25.30.128","elite","AS45899","VN","VietNam Post and Telecom Corporation","278","Vietnam Posts and Telecommunications Group","8080","socks5","674","1","2022-09-30T00:16:38.900Z","99","66","67"
"222.186.50.204","elite","AS4134","CN","Chinanet","391","Chinanet JS","1080","socks5","4604","1","2022-09-30T00:16:20.026Z","97","65","67"
"181.6.12.17","elite","AS7303","AR","Telecom Argentina S.A.","265","Telecom Personal Bs","1080","socks5","5252","1","2022-09-30T00:16:16.412Z","49","48","97"
"112.54.33.47","elite","AS9808","CN","China Mobile","291","China Mobile Communications Corporation","7302","socks5","2370","1","2022-09-30T00:16:05.226Z","53","34","64"
"51.68.123.217","elite","AS16276","FR","OVH SAS","5","OVH","7497","socks5","5009","1","2022-09-30T00:16:05.236Z","100","74","74"
"139.162.46.64","elite","AS63949","SG","Linode, LLC","149","Linode, LLC","8080","socks5","4890","1","2022-09-30T00:15:57.959Z","100","69","69"
"65.108.232.45","elite","AS24940","FI","Hetzner Online GmbH","39","Hetzner Online GmbH","1080","socks5","4817","1","2022-09-30T00:15:50.424Z","100","63","63"
"170.233.27.207","elite","AS265085","BR","José Aderaldo de souza Fernandes","189","José Aderaldo de souza Fernandes","4145","socks5","4936","1","2022-09-30T00:15:46.651Z","100","45","45"
"110.78.147.184","elite","AS131090","TH","CAT-BB","196","N/A","8080","socks5","5095","1","2022-09-30T00:15:28.223Z","84","91","108"
"141.164.36.205","elite","AS20473","KR","KOR VULTR","328","N/A","54301","socks5","5346","1","2022-09-30T00:15:20.792Z","82","89","108"
"104.197.84.43","elite","AS396982","US","Google LLC","102","Google Cloud (us-central1)","80","socks5","4798","1","2022-09-30T00:14:24.356Z","100","76","76"
"134.209.111.155","elite","AS14061","SG","DigitalOcean, LLC","157","DigitalOcean, LLC","7497","socks5","2934","1","2022-09-30T00:14:24.359Z","100","108","108"
"94.130.171.189","elite","AS24940","DE","Hetzner Online GmbH","12","Hetzner","10004","socks5","4664","1","2022-09-30T00:14:20.687Z","100","53","53"
"66.33.209.193","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","58418","socks5","5054","1","2022-09-30T00:14:16.964Z","100","98","98"
"104.21.85.200","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","5016","3","2022-09-30T00:14:05.824Z","100","72","72"
"170.187.153.79","elite","AS63949","US","Linode, LLC","92","Linode","53052","socks5","1567","1","2022-09-30T00:14:05.825Z","100","93","93"
"109.195.187.178","elite","AS52207","RU","CJSC \"ER-Telecom Holding\" Tula branch","50","JSC \"ER-Telecom Holding\" Tula Branch","9150","socks5","4314","1","2022-09-30T00:13:58.000Z","98","106","108"
"206.189.9.30","elite","AS14061","NL","DigitalOcean, LLC","14","Digital Ocean","42331","socks5","5045","1","2022-09-30T00:13:58.025Z","100","71","71"
"180.107.115.104","elite","AS4134","CN","Chinanet","251","Chinanet JS","1080","socks5","4644","1","2022-09-30T00:13:50.029Z","89","74","83"
"1.116.73.168","elite","AS45090","CN","China Internet Network Information Center","258","Tencent cloud computing (Beijing) Co., Ltd.","8989","socks5","4992","1","2022-09-30T00:13:46.420Z","92","87","95"
"159.89.173.98","elite","AS14061","IN","DigitalOcean, LLC","139","Digital Ocean","60301","socks5","4619","1","2022-09-30T00:13:46.420Z","100","68","68"
"185.119.90.32","elite","AS12459","RS","Netops Ltd.","29","United Internet Ltd.","7497","socks5","5100","1","2022-09-30T00:13:31.512Z","99","82","83"
"198.186.192.83","elite","AS6450","US","Providers Internet Exchange","79","Prescient Software, Inc","9050","socks5","4984","1","2022-09-30T00:13:16.546Z","100","91","91"
"162.19.7.48","elite","AS16276","FR","OVH SAS","5","OVH","40346","socks5","4959","1","2022-09-30T00:13:09.243Z","100","108","108"
"173.82.208.174","elite","AS35916","US","Multacom Corporation","147","Multacom Corporation","7497","socks5","4984","1","2022-09-30T00:12:57.882Z","100","94","94"
"173.255.199.69","elite","AS63949","US","Linode, LLC","116","Linode","19151","socks5","4875","1","2022-09-30T00:12:43.251Z","100","108","108"
"103.74.121.46","elite","AS135967","VN","Branch of BachKim Network solutions jsc","209","Branch of BachKim Network solutions","27102","socks5","5079","1","2022-09-30T00:12:24.463Z","100","108","108"
"162.19.7.59","elite","AS16276","FR","OVH SAS","5","OVH","48471","socks5","5022","1","2022-09-30T00:12:24.462Z","100","77","77"
"210.210.154.61","elite","AS4787","ID","CBN","186","N/A","5678","socks5","3847","1","2022-09-30T00:12:09.469Z","100","91","91"
"180.120.179.118","elite","AS4134","CN","Chinanet","267","Chinanet JS","44844","socks5","3383","1","2022-09-30T00:12:05.550Z","95","60","63"
"72.52.131.65","elite","AS32244","US","Liquid Web, L.L.C","99","SourceDNS","80","socks5","3557","1","2022-09-30T00:11:50.718Z","99","72","73"
"203.23.104.167","elite","AS209242","CY","Cloudflare London, LLC","1","Lachtaristo Holdings Limited","80","socks5","4707","1","2022-09-30T00:11:42.911Z","100","85","85"
"175.173.223.104","elite","AS4837","CN","China Unicom Liaoning Province Network","227","N/A","28643","socks5","4335","1","2022-09-30T00:11:27.957Z","62","45","73"
"103.82.20.182","elite","AS135905","VN","INETACADEMY","225","Inet academy joint stock company","10902","socks5","2997","1","2022-09-30T00:11:24.028Z","100","74","74"
"61.4.234.239","elite","AS18313","KR","LG HelloVision Corp.","288","HVBuk-incheon","8080","socks5","4953","1","2022-09-30T00:11:16.652Z","98","89","91"
"82.200.117.130","elite","AS21127","RU","ZSTTK","84","JSC Zap-SibTranstelecom","1080","socks5","5040","1","2022-09-30T00:11:08.998Z","100","66","66"
"75.119.206.91","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","4684","1","2022-09-30T00:10:35.184Z","100","92","92"
"176.31.182.185","elite","AS16276","FR","OVH ISP","4","OVH","9050","socks5","5050","1","2022-09-30T00:10:27.709Z","75","70","93"
"153.127.42.160","elite","AS7684","JP","SAKURA","267","SAKURA Internet Inc.","3128","socks5","5036","1","2022-09-30T00:10:27.695Z","100","97","97"
"123.145.4.15","elite","AS4837","CN","CNC Group CHINA169 Chongqing Province Network","186","N/A","53309","socks5","4833","1","2022-09-30T00:10:27.696Z","32","28","87"
"43.153.174.137","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","232","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4814","1","2022-09-30T00:10:09.364Z","20","12","60"
"160.16.87.168","elite","AS9370","JP","SAKURA","247","SAKURA Internet Inc.","51081","socks5","5218","3","2022-09-30T00:09:54.659Z","100","81","81"
"8.219.102.57","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","309","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","5076","1","2022-09-30T00:09:42.852Z","96","74","77"
"165.227.187.48","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","7497","socks5","4653","1","2022-09-30T00:09:39.024Z","100","90","90"
"100.36.158.82","elite","AS701","US","Verizon Communications","88","MCI Communications Services, Inc. d/b/a Verizon Business","8888","socks5","4929","2","2022-09-30T00:09:23.853Z","100","106","106"
"192.169.219.79","elite","AS26496","US","GoDaddy.com, LLC","133","GoDaddy.com, LLC","7356","socks5","4901","1","2022-09-30T00:09:12.464Z","100","108","108"
"178.32.116.232","elite","AS16276","FR","OVH SAS","4","OVH ISP","57123","socks5","4819","1","2022-09-30T00:09:01.349Z","100","56","56"
"59.59.51.74","elite","AS4134","CN","Chinanet","269","Chinanet FJ","8001","socks5","3071","1","2022-09-30T00:09:01.338Z","93","42","45"
"192.95.42.140","elite","AS16276","CA","OVH Hosting","86","N/A","1080","socks5","4962","1","2022-09-30T00:08:45.994Z","100","109","109"
"148.251.48.208","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","30208","socks5","4967","1","2022-09-30T00:08:38.683Z","100","85","85"
"203.142.77.74","elite","AS17451","ID","BIZNET","194","N/A","5678","socks5","4736","1","2022-09-30T00:08:23.881Z","100","55","55"
"47.112.158.63","elite","AS37963","CN","Addresses CNNIC","259","Aliyun Computing Co., LTD","6111","socks5","5071","1","2022-09-30T00:08:08.926Z","95","61","64"
"138.197.208.93","elite","AS14061","US","DigitalOcean, LLC","152","Digital Ocean","5292","socks5","4863","1","2022-09-30T00:08:05.294Z","99","107","108"
"75.119.204.161","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","7028","socks5","5054","1","2022-09-30T00:07:54.224Z","100","70","70"
"66.33.210.29","elite","AS26347","US","New Dream Network, LLC","83","New Dream Network, LLC","17567","socks5","5070","1","2022-09-30T00:07:46.858Z","100","92","92"
"74.33.175.72","elite","AS5650","US","Frontier Communications Solutions","104","ADSL Frontier Communications Plymouth NY","8080","socks5","4763","2","2022-09-30T00:07:39.460Z","98","89","91"
"37.59.98.31","elite","AS16276","FR","OVH ISP","5","VPS static ips","9050","socks5","4276","1","2022-09-30T00:07:39.459Z","100","108","108"
"185.5.246.222","elite","AS15605","IT","Connesi s.p.a.","40","Cristaltec SPA","4153","socks5","4709","1","2022-09-30T00:07:24.476Z","98","62","63"
"138.204.146.46","elite","AS263896","BR","J A J INFORMATICA","230","J A J INFORMATICA","3332","socks5","5003","1","2022-09-30T00:07:20.834Z","98","59","60"
"192.46.233.158","elite","AS63949","DE","Linode, LLC","10","Linode, LLC","61968","socks5","4748","1","2022-09-30T00:07:20.831Z","100","61","61"
"182.253.159.153","elite","AS17451","ID","BIZNET","186","N/A","8080","socks5","5071","1","2022-09-30T00:06:58.773Z","90","97","108"
"192.99.13.83","elite","AS16276","CA","OVH SAS","84","OVH Hosting, Inc.","45250","socks5","3435","1","2022-09-30T00:06:43.887Z","100","47","47"
"152.70.246.185","elite","AS31898","KR","Oracle Corporation","219","Oracle Cloud Infrastructure (ap-seoul-1)","23333","socks5","4256","1","2022-09-30T00:06:28.942Z","69","49","71"
"75.119.201.151","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks5","5182","1","2022-09-30T00:06:28.939Z","100","92","92"
